,name,meter_score,audience_score,rating,genre,cast,director,time,studio,runtime,box_office,movie_synopsis,actor_score
1091,The Good Girl,82,59,R,"'Comedy', 'Drama'","'Jake Gyllenhaal', 'John C. Reilly', 'Tim Blake Nelson', 'Jennifer Aniston', 'Zooey Deschanel', 'Mike White', 'Deborah Rush', 'John Carroll Lynch', 'John Doe', 'Roxanne Hart', 'Jacob Vargas', 'Michael Hyatt', 'Jacquie Barnbrook', 'Jonathan Shere', ""Annie O'Donnell"", 'Alice Amter', 'Jean Rhodes', 'Aimee Garcia', 'Lalo Guerrero', 'Ken Rudulph'",'Miguel Arteta',2002-08-07,'Fox Searchlight Pictures',93,13737564.0,"Justine is thirty years old and works as a discount store clerk in Texas. Deeply unhappy in her marriage to a man who is infertile because of a dope-smoking habit, Justine soon begins an affair with Holden, the store's newly hired cashier and becomes pregnant. Holden, who has serious issues of his own, steals money from the store's safe for the two of them to run away, but the plan is short-lived when it takes a tragic turn for the worse.",219
1092,Elling,85,91,R,"'Art House & International', 'Comedy', 'Drama'","'Per Christian Ellefsen', 'Sven Nordin', 'Marit Pia Jacobsen', 'Jørgen Langhelle', 'Per Christensen', 'Hilde Olausson', 'Ola Otnes', 'Eli Anne Linnestad', 'Cecilie A. Mosli', 'Joachim Rafaelson', 'Per Gorvel', 'Per Gorvell', 'Knud Dahl', 'Knut Haugmark'",'Petter Naess',2002-05-29,'First Look Pictures',89,63227.0,"When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and female-obsessed virgin in his 40s. After two years, the men are released and provided with a state-funded apartment and stipend with the hope they will be able to live on their own. Initially, the simple act of going around the corner for groceries is a challenge. Through a friendship born of desperate dependence, the skittish Elling and the boisterous, would-be lover of women, Kjell Bjarne, discover they can not only survive on the outside, they can thrive. But as their courage grows, the two find oddball ways to cope with society, striking up the most peculiar friendships in the most unlikely places.",0
1093,Real Women Have Curves,84,74,PG-13,"'Art House & International', 'Comedy', 'Drama'","'America Ferrera', 'Lupe Ontiveros', 'Ingrid Oliu', 'George Lopez', 'Brian Sites', 'Soledad St. Hilaire', 'Lourdes Pérez', 'Jorge Cervera Jr.', 'Felipe de Alba', 'Jose Gerardo Zamora Jr.', 'Manuel Edgar Lujan', 'Lina Acosta', 'Celina Belazin', 'Ramona Garcia Coronado', 'Marlene Forte', 'Jimmy Ishida', 'Pete Leal', 'Josefina Lopez', 'Esmerelda McQuillan', 'Jose Tolentino', 'Sandie Torres', 'Dale Turner', 'Julia Vera', 'Lisa Guzman', 'Lackey Bevis', 'Michelle Moretti'",'Patricia Cardoso',2002-10-18,'HBO Films',93,5677043.0,"Ana, a first generation Mexican American teenager living in East Los Angeles, has just graduated from high school. Because she is a talented writer, a caring teacher urges her to apply to college. Ana secretly is excited about the possibility, but her overbearing and hypercritical mother, Carmen, insists that it is time for her to help provide for the family by working in her sister's sewing factory. When a crisis arises at the factory, it seems as if Ana's fate is unhappily sealed, but her indomitable will to reach beyond sweatshop life eventually leads her to burst, defiant and resplendent, through every restriction on her life.",0
1094,The Royal Tenenbaums,80,89,R,'Comedy',"'Gene Hackman', 'Anjelica Huston', 'Gwyneth Paltrow', 'Ben Stiller', 'Luke Wilson', 'Owen Wilson', 'Danny Glover', 'Bill Murray', 'Seymour Cassel', 'Kumar Pallana', 'Grant Rosenmeyer', 'Jonah Meyerson', 'Aram Aslanian-Persico', 'Stephen Lee Sheppard', 'Irene Gorovaia', 'Alec Baldwin', 'Amedeo Turturro', 'Stephen Lea Sheppard', 'James Fitzgerald', 'Larry Pine', 'Don McKinnon', 'Frank Wood', 'Al Thompson', 'Jennifer Wachtell', 'Donal Ward', 'Andrew Wilson', 'Dipak Pallana', 'Sanjay Matthew', 'Mary Wigmore', 'Sonam Wangmo', 'Pawel Wdowczak', 'Peter Leung', 'William Sturgis', 'Liam Craig', 'Sheelagh Tellerday', 'Max Faugno', 'Guido Venitucci', 'Ebon Moss-Bachrach', 'Brian Smiar', 'Jan V.E. Austell', 'Rony Clanton', 'Salim Malik', 'Tom Lacy', 'Keith Charles', 'Greg Goosen', 'Sadiah Arrika Ekulona', 'Vic Mata', 'Michael J. Conti', 'Tatiana Abbey', 'Kalani Queypo', 'Mel Cannon', 'Leo Manuelian', 'Amir Raissi', 'Roger Shamas', 'Philip Denning', 'Gary Evans', 'Rex Robbins', 'Nova Landaeus-Skinnar', 'Sam Hoffman', 'Brian Tenenbaum', 'Stephan Dignan', 'Eric Chase Anderson'",'Wes Anderson',2002-01-04,'Buena Vista Distribution Compa',108,52307676.0,"Royal Tenenbaum and his wife Etheline had three children--Chas, Richie, and Margot--they were a family of geniuses and then they separated. Chas started buying real estate in his early teens and seemed to have had a preternatural understanding of international finance. Margot was a playwright and received a Braverman grant of fifty thousand dollars in the ninth grade. Richie was a junior champion tennis player and won the U.S. Nationals three years in a row. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure and disaster. Most of this was generally considered to be their father's fault. The tale follows the family's sudden and unexpected reunion one recent winter.",583
1095,La Stanza del Figlio (The Son's Room),84,81,R,"'Art House & International', 'Drama'","'Nanni Moretti', 'Laura Morante', 'Jasmine Trinca', 'Giuseppe Sanfelice', 'Renato Scarpa', 'Roberto Nobile', 'Paolo De Vita', 'Roberto De Francesco', 'Claudio Santamaria', 'Eleanora Danco', 'Silvio Orlando', 'Stefano Accorsi', 'Claudia Della Seta', 'Claudi Della Seta', 'Antonio Petrocelli', 'Lorenzo Alessandri', 'Guiseppe Sanfelice', 'Alessandro Infusini', 'Silvia Bonucci', 'Marcello Bernacchini', 'Alessandro Ascoli', 'Emanuele Lo Nardo', 'Sofia Vigliar', 'Stefano Abbati', 'Toni Bertorelli', 'Dario Cantarelli', 'Emanuele Nardo', 'Eleonora Danco', 'Luisa De Santis', 'Noam Morgensztern'",'Nanni Moretti',2002-02-08,'Miramax Films',87,737565.0,"A family struggles to go on after a devastating loss in this deeply emotional drama from Italy. Giovanni (Nanni Moretti) is a psychiatrist with a successful practice in a small community near the ocean. Giovanni has a warm relationship with his wife Paola (Laura Morante), and they have a pair of well-adjusted teenage kids, Andrea (Giuseppe Sanfelice) and Irene (Jasmine Trinca). But the family's calm is shattered when Andrea is unexpectedly killed in an accident. Giovanni finds it impossible to continue with his work, and blames himself for the death, since he was planning to go jogging with Andrea that morning before he opted instead to take an emergency call from a client. Paola and Irene try to keep their emotions in check, but both find this all but impossible as they sink further into anger and grief. The appearance of an unexpected visitor, however, forces the family to confront their feelings about Andrea. Arianna (Sofia Vigliar) is a girl who had a summer romance with Andrea the year before, and has come to town to pay him a surprise visit, unaware of his recent death. In addition to starring, Moretti directed and co-authored the script.",0
1097,Punch-Drunk Love,80,77,R,"'Comedy', 'Drama', 'Romance'","'Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman', 'Luis Guzman', 'Mary Lynn Rajskub', 'Lisa Spector', 'Nicole Gelbard', 'Mia Weinberg', 'Karen Hermelin', 'Robert Smigel', 'Julie Hermelin', 'Hazel Mailloux', 'Ashley Clark', 'David H. Stevens', 'Jimmy Ray Stevens', 'Nathan Stevens', 'Mike D. Stevens', 'Rico Bueno', 'Salvador Curiel', 'Jorge Barahona', 'Ernesto Quintero', 'Larry Ring', 'Kerry Gelbard', 'David Schrempf', 'Seann Conway', 'Julius Steuer', 'Carol Martinez', 'June Sepulveda', 'Andrew Higgs', 'Rogerlyn Kanealii Wakinekona', 'Catherine L. Cooley', 'Michael Immel', 'Ross Lasi Tanoai', 'Jonathan Loughran', 'Sissy Lake', 'Marie Irwin', 'Esther Imade Balogun', 'Tom Bornt', 'Mary Kilmartin', 'Alan Parry', 'John E. Beck', 'Eddie Wayne Howell', 'Taylor J. Thomas', 'Bobby Bluehouse', 'Kaila', ""Ku'Ulei""",'Paul Thomas Anderson',2002-10-11,'Columbia Pictures',95,17800000.0,"A dark comedy centering around Barry Egan, the socially impaired owner of a small business-distributing novelty toilet plungers-in the San Fernando Valley. Dominated by seven sisters, and constantly negotiating his own manhood, he is unlikely to find romance unless romance finds him. In an attempt to resolve his loneliness, while having a vulnerable moment, Barry contacts a phone sex operator who, in turn threatens him with blackmail. Connected to a larger business network, the operator sends some thugs on a mission from Utah to California, to follow, scare, and extort Barry. Barry becomes desperate, until a new door opens in his life. Therefore, when one of his sisters fixes him up with a lovely young English woman, Lena--who has rather quirky qualities herself--his emotions go haywire, fluctuating between lust, self-doubt, and uncontrollable rage. Nonetheless, Barry will embark upon whatever adventure it takes, just to have a shot at true romance.",225
1098,The Hours,80,84,PG-13,'Drama',"'Meryl Streep', 'Julianne Moore', 'Nicole Kidman', 'Lyndsay Marshal', 'Stephen Dillane', 'Miranda Richardson', 'Linda Bassett', 'John C. Reilly', 'Ed Harris', 'Toni Collette', 'Jeff Daniels', 'Claire Danes', 'Allison Janney', 'George Loftus', 'Charley Ramm', 'Sophie Wyburd', 'Christian Coulson', 'Michael Culkin', 'Jack Rovello', 'Margo Martindale', 'Colin Stinton', 'Eileen Atkins', 'Carmen De Lavallade', 'Daniel Brocklebank'",'Stephen Daldry',2002-12-27,'Miramax Films',115,41465765.0,"Spanning across various time periods in the 20th Century, a drama which revolves around three very different women: two of whom have been profoundly affected by the works of Virginia Woolf; the other woman is Woolf, herself. All three are battling with issues of freedom, responsibility and identity. As the story unfolds, they are negotiating their way through different depressive states: Virginia Woolf is struggling to write her novel ""Mrs. Dalloway"" in 1923, as she recovers from depression; Laura Brown is a depressed and pregnant L.A. housewife who reads Woolf's novel in 1949, as she plans her husband's birthday party; and, the exasperated Clarissa Vaughn is a book editor in modern-day New York, who is planning a farewell party for her AIDS-inflicted former lover, Richard--a famous author who had nicknamed her Mrs. Dalloway.",542
1099,Barbershop,82,62,PG-13,'Comedy',"'Ice Cube', 'Anthony Anderson', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Eve', 'Troy Garity', 'Michael Ealy', 'Leonard Earl Howze', 'Keith David', 'Lahmard J. Tate', 'Jazmin Lewis', 'Jazsmin Lewis', 'Tom Wright', 'Jason George', 'Sonya Eddy', 'DeRay Davis', 'Parvesh Cheena', 'Saralynne Crittenden', 'Jasmine Randle', 'Naomi Young Armstrong', 'Marcia Wright', 'Laura E. Walls', 'Lorenzo Clemons', 'Frank Townsend', 'Scott Dent', 'Cliff Frazier', 'Carl Wright', 'Laura E. Wallis', 'Woody Bolar', 'Deon Cole', 'Marshall Titus', 'Clifford T. Frazier', 'J. David Shanks', 'Leon S. Rogers Jr.', 'Eric Lane', 'Norm Van Lier', 'Ray Thompson', 'Mark Simmons', 'Vince Green', 'Cassandra Lewis', 'Janina Gavankar', 'Olumiji Olawumi', 'Steven Simoncic', 'Satya Lee', 'Kevin Morrow', 'Teara Hill Willborn', 'Ebboney Wilson', 'Chester Clay McSwain', 'Matt Orlando', 'Willie B. Goodson', 'Cynthia Maddox', 'Montina Woods', 'Llou Johnson', 'Dana Min Goodman', 'Pat ""Soul"" Scaggs', 'Dev Kennedy', 'Malik S. Middleton', 'Kwame Amoaku', 'Eddie Bo Smith Jr.', 'Toyiah Marquis', 'Cerall Duncan', 'Eddie B. Smith', 'Maestro Harrell', 'Rhonda Bobo', 'Jalen Rose', 'Tiffany S. Gaji'",'Tim Story',2002-09-13,"'MGM', 'UA'",102,75074950.0,"An ensemble comedy about a day in the life of a barbershop on the south side of Chicago. It's Calvin's shop, and he inherited the struggling business from his father, but with bills to pay and a baby on the way, he sees the shop as a burden and a waste of time. After selling the shop to a local loan shark, Calvin slowly begins to see his father's vision and legacy and struggles with the notion that he just sold it out. Calvin's barbershop is filled with an eclectic and comedic cast of folk who share their stories, jokes, trials and tribulations. In the shop we find Eddie, an old barber with a big mouth, strong opinions and no customers. Jimmy is a highly educated barber with a superiority complex who can't stand Isaac, the new, white barber who just wants a shot at cutting some hair. Ricky is an ex-con with two strikes against him and is desperately trying to stay straight. Terri is a hard-edged woman who can't seem to leave her two-timing boyfriend. And lastly there's Dinka, a fellow barber who is madly in love with Terri but doesn't get the time of day.",25
1101,Stuart Little 2,81,41,PG,"'Action & Adventure', 'Comedy', 'Kids & Family', 'Science Fiction & Fantasy'","'Michael J. Fox', 'Geena Davis', 'Hugh Laurie', 'Nathan Lane', 'Jonathan Lipnicki', 'Melanie Griffith', 'James Woods', 'Steve Zahn', 'Marc John Jefferies', 'Angelo Massagli', 'Jim Doughan', 'Brad Garrett', 'Conan McCarty', 'Anna Hoelck', 'Ashley Hoelck', 'Maria Bamford', 'Daniel Hansen', 'Kevin Johnson Olson', 'Dyllan Christopher', 'Bobby Walsh', 'Michael C. Fuchs', 'Raymond Ma', 'Amelia Marshall', 'Ronobir Lahiri', 'Connie Roderick', 'David Tabatsky', 'Frank Aquilino', 'Salvatore Pate', 'David Shiner'",'Rob Minkoff',2002-07-19,'Columbia Pictures',75,64736114.0,"The continuing adventures of Stuart Little, the super-intelligent mouse, and his adoptive human family.",218
1103,Drumline,82,70,PG-13,"'Comedy', 'Drama'","'Nick Cannon', 'Zoe Saldana', 'Orlando Jones', 'Leonard Roberts', 'GQ', 'Jason Weaver', 'Earl C. Poitier', 'Earl Poitier', 'Candace Carey', 'Shay Roundtree', 'Miguel A. Gaetan', 'J. Anthony Brown', 'Afemo Omilami', 'Angela Gibbs', 'Tyreese Burnett', 'Brandon Hirsch', 'Omar J. Dorsey', 'Al Wiggins', 'Nicholas B. Thomas', 'Petey Pablo', 'Stuart Scott', 'Courtney James Stewart', 'Von Coulter', 'James Sims-Prewitt', 'George A. Peters II', 'Gary Yates', 'Rob Cleveland', 'Enoch King', 'AJ Calloway', 'Free', 'Reggie Gay', 'Ryan Cameron', 'Blu Cantrell', 'Erin Brantley', 'Kiara Nicole Ely', 'Stacey A. Fann', 'Christy Gamble', 'Brianne Landry', 'Pauline S. Lewis', 'Glenda Morton', 'Shamea Morton', 'Jenear Wimbley'",'Charles Stone III',2002-12-13,'20th Century Fox',118,56178945.0,"Drumline brings the world of ""show-style"" marching bands (popular at traditionally black, Southern colleges) to the big screen for the first time. The story, by Shawn Schepps, was inspired by the high school drumline experiences of executive producer/executive music producer Dallas Austin. Devon (Nick Cannon of Nickelodeon's The Nick Cannon Show) is a Harlem drummer who earns a full scholarship to the fictional Atlanta A&T University. There, his talent gets the attention of the school's embattled musical director, Dr. Lee (Orlando Jones), who puts his students' education and appreciation for musical tradition ahead of the marching band's popularity. Devon's brashly egotistical attitude doesn't endear him to Lee, whose slogan for the band is ""One band, one sound,"" or to the drumline's disciplined captain, Sean (Leonard Roberts, late of TV's Buffy the Vampire Slayer). Devon has more success with the dance captain of the marching band, Laila (Zoe Saldana, who played a ballet dancer in Center Stage), a Southern belle who's won over by Devon's confidence. Sean feels threatened by Devon's talent, and his attitude, so when he learns that Devon can't read music, he uses the information to his advantage. With the band facing their archrival at a huge marching band competition, Dr. Lee has to decide whether to allow the brilliant drummer to perform, despite his attitude. Devon has to prove that he can show his skills while still being part of the team. Drumline was directed by Charles Stone III (Paid in Full), and features cameo appearances by musical artists Blu Cantrell and Petey Pablo. ~ Josh Ralske, Rovi",51
1106,Better Luck Tomorrow,81,79,R,"'Action & Adventure', 'Drama'","'Parry Shen', 'Jason Tobin', 'Sung Kang', 'Roger Fan', 'Karin Anna Cheung', 'John Cho', 'Jerry Mathers', 'Aaron Takahashi', 'Ina Burke', 'Laura Esposito', 'Crystal Keith', 'Shirley Anderson', 'Nanette Matoba', 'Kenji Matoba', 'Ashley Arai', 'Danielle Conner', 'Karen DiTota', 'Smita Satiani', 'Kristen Stinson', 'Jeff DeJohn', 'Robert Zepeda', 'Collin Kahey', 'Christopher J. Francis', 'Jimmy Lin', 'Ryan Cadiz', 'Jessie S. Marion', 'A.J. Green', 'Jaime S. Kelly', ""Esther 'Tita' Mercado"", 'Octavia Osby', 'Beverly Sotelo', 'Scott McShane', 'Brandon Bain', 'Jesse Bustos', 'Troy Cartwright', 'Brandon Dennis', 'Ronald Dross', 'Christopher R. Edmonds', 'Jon Paul Lourenco', 'Anthony Moore', 'Jason Christopher Reyes', 'Dominique Ricks', 'Khalil Semaan', 'Jonathan Uyloan', 'Terry White', 'Chad Young', 'Kenwood Jung', 'Jeff Russell', 'Darian Weiss', 'Alden Villaverde', 'Emmie Hsu', 'Lily Hu', 'Donna Tina Charles', 'Juliet Wong', 'Justin Murphy', 'James Isaac Barry', 'Wayne Ford', 'Kevin Alfoldy', 'Daniel R. Bonneau', 'Lisa Grant', 'David Laurence', 'Nate Petre', 'Ramona T. Ramirez', 'Stephanie Noel Little', 'Tom Chalmers', 'Bryan Baluyot', 'Mark Baluyot', 'Joseph Jaldon', 'Marc Montecillo', 'Joe Hernandez-Kolski', 'Jay Scott Green', 'Denise Barnard', 'Bruno Oliver', 'Fabian Marquez', 'Walter Butler', 'Christopher Monjoy', 'Jennifer Avelyn Wu', 'Pauline Kanako Kamiyama', 'Lela Lee', 'Evan Leong', 'Suzanne Keilly', 'Shane Kualapai', 'Ariadne Shaffer', 'Sean Alexander', 'Joey Barro', 'Ben Donaldson', 'Walker Edmondson', 'Chris Good', 'Diana Bonilla'",'Justin Lin',2002-04-11,'MTV Films',99,3687324.0,"A group of unlikely high school students take up crime as an extracurricular activity in this independent drama. Ben (Parry Shen) is a 16-year-old high school student who is the living embodiment of the stereotypical Asian overachiever. Ben obsessively studies even though he gets straight A's, takes part in a dizzying variety of school activities and community volunteer work, which he thinks will look good on his resume to colleges, and is even a member of the basketball team, even though he spends most of the season riding the pine. Ben also hopes being part of the team will help him win the heart of Stephanie Vandergosh (Karin Anna Cheung), a cute but equally obsessive girl who is on the cheerleading squad. When the big man on campus, Daric (Roger Fan), publishes an article in the school newspaper that points out Ben's true role on the team is to add a touch of ethnic diversity to satisfy Board of Education requirements, Ben is so embarrassed he quits the team and imagines his academic future going up in smoke. Daric seizes the opportunity to propose that he and Ben go into business, creating and selling detailed cheat sheets for school tests and placement exams. The cheat sheets are an immediate hit, and soon Ben and Daric advance to other forms of low-level crime, including drug dealing and fencing stolen goods. Before long, Ben and Daric are joined by a handful of friends -- Ben's close friend and part-time kleptomaniac Virgil (Jason Tobin), Hong Kong gangster wannabe Han (Sung Kang), and Steve (John Cho), a kid from a wealthy family who happens to be dating Stephanie -- but they soon find themselves moving deeper into the criminal underworld than they ever anticipated, and things get ugly when they try to move on. Better Luck Tomorrow was enthusiastically received in its screenings at the 2002 Sundance Film Festival.",0
1107,Antwone Fisher,79,86,PG-13,'Drama',"'Derek Luke', 'Denzel Washington', 'Joy Bryant', 'Salli Richardson-Whitfield', 'Earl Billings', 'Kevin Connolly', 'Yolonda Ross', 'Novella Nelson', 'Viola Davis', 'Rainoldo Gooding', 'James Brolin', 'Kente Scott', 'Stephen Snedden', 'Malcolm David Kelley', 'Cory Hodges', 'Lynne Charles', 'Leonard Earl Howze', 'Leo Nepomuceno', 'Cordell Stokes', 'Ellis E. Williams', 'Timothy Reddick', ""De'Angelo Wilson"", 'Jascha Washington', 'Vernee Watson-Johnson', 'Margaret Ford-Taylor', 'Bob Banks', 'Jada S. Louie', 'Rebecca Morris', 'Brandon Biggins', 'Brandon Lewis', 'David Fowler', ""Sean'e La'Dae"", 'O.L. Duke', 'Charlie Robinson', 'Michelle Davison', 'Lissy Gulick', 'Antwan Andre Patton', 'Doug Jewell', 'Andreas Patton', 'Lynn E. Charles', 'Jason Dixon', 'Sung Kang', 'Eddie Baccus', 'Linda Cevallos', 'Fran Dorsey', 'Ruth Stehle', 'John Pittman Jr.', 'Edward C. Reynolds III', 'Rita Pearson', 'Janaya Reynolds', 'Ellis Williams', ""Na'tasha Marie Evans"", 'Mary Bradley Marable', 'Teresa Hoefke', 'Angela Gillespie-Winborn', 'Kim Marie Johnson', 'Nicolas Dodd'",'Denzel Washington',2002-12-19,'Fox Searchlight Pictures',120,20813967.0,"The directorial debut of Academy Award-winning actor Denzel Washington, Antwone Fisher is an autobiographical drama written by the real-life Antwone Fisher. Played by newcomer Derek Luke, Antwone is a volatile young sailor in the Navy, getting into trouble for his constant fighting. When he gets appointed to see naval psychiatrist Dr. Jerome Davenport (Denzel Washington), he begins to reveal the emotional problems behind his rage. Through an introduction to anger management, Antwone is able to confront some secrets of his past and eventually search out his family for a confrontation. Also starring model-turned-actress Joy Bryant as Antwone's girlfriend, Cheryl, and Salli Richardson as Davenport's wife. Antwone Fisher's memoir, Finding Fish, was released to book stores right before the film's theatrical release. ~ Andrea LeVasseur, Rovi",166
1109,Sunshine State,80,57,PG-13,'Drama',"'Edie Falco', 'Angela Bassett', 'Timothy Hutton', 'Jane Alexander', 'Mary Alice', 'James McDaniel', 'Mary Steenburgen', 'Bill Cobbs', 'Ralph Waite', 'Alex Lewis', 'Alan King', 'Miguel Ferrer', 'Tom Wright', 'Cullen Douglas', 'Clifton James', 'Perry Lang', 'Gordon Clapp', 'Richard Edson', 'Sam McMurray', 'Charlayne Woodard', 'Robert Wisdom', 'Michael Greyeyes', 'Marc Blucas', 'Eliot Asinof', 'Amanda Wing'",'John Sayles',2002-06-21,'Sony Pictures Classics',141,2836157.0,"Like Lone Star, Sunshine State is a John Sayles film in which a multitude of characters struggle with the past, both recent and ancient -- both family history and the traumatic past of the land itself. It's set on the fictional Plantation Island in Florida, the history of which is based upon Amelia Island, where the film was actually shot. Lincoln Beach, the once thriving black community on the island, is based on the region's American Beach. Sunshine State portrays a relentless onslaught of real estate developers in the area. Desiree Perry (Angela Bassett, who was also in Sayles' Passion Fish and City of Hope) has returned to Florida for the first time since being sent away as a pregnant teen. She nervously brings her husband, Reggie (James McDaniel of NYPD Blue), an anesthesiologist, to meet her estranged mother, Eunice (Mary Alice). Eunice has recently taken in a troubled teenaged relative, Terrell (newcomer Alexander Lewis). Eunice's friend, Dr. Lloyd (Bill Cobbs), is trying to rally the Lincoln Beach community to slow development. Marly Temple (Edie Falco of The Sopranos, here playing a Southerner) runs the motel owned by her ailing father (Ralph Waite of Waltons fame), but has little interest in the business, and the developers are pressuring her to get her father to sell. She's in the process of ending a relationship with the local golf pro (Marc Blucas from TV's Buffy the Vampire Slayer), when a rather mercenary landscape architect, Jack Meadows (Timothy Hutton), catches her eye. Meanwhile, Francine Pickney (Mary Steenburgen) is so busy organizing the town's cheesy Buccaneer Days festival that she doesn't realize that her husband, Earl (Gordan Clapp, also of NYPD Blue and a Sayles regular) is suicidal. As usual, Sayles wrote, directed, and edited the film, with Maggie Renzi producing.",194
1111,8 Mile,76,54,R,'Drama',"'Eminem', 'Kim Basinger', 'Mekhi Phifer', 'Brittany Murphy', 'Evan Jones', 'Omar Benson Miller', 'Taryn Manning', 'Proof', 'Michael Bell', 'Chloe Greenfield', 'Eugene Byrd', ""De'Angelo Wilson"", 'Anthony Mackie', 'Larry Hudson', 'DJ Head', 'Brandon T. Jackson', 'Michael Shannon', 'Mary Hannigan', 'Strike', ""Nashawn 'Ox' Breedlove"", 'NaKeya Snoddy', 'Malik Barnhardt', 'Day Golfin', 'Allen Adams', 'Hom', 'Obie Trice', 'Njeri Earth', 'Jennifer Kitchen', 'Kyla Womack', 'Melissa Zaglanikzny', 'Rockey Black', 'Craig Chandler', 'Paul Bates', 'Miz-Korona', 'Xzibit', 'Abdul Salaam El Razzac', 'Steven Monroe', 'John Smith Jr.', 'Venicia Foreman', 'Waverly W. Alford II', 'Bushman', 'Adam Brook'",'Curtis Hanson',2002-11-08,'Universal Pictures',111,116638030.0,"No matter whom we are, no matter where we live, we're all bound by borders. Many of us are content to live within these borders--others are simply forced to exist within them. But some of us need to break out, burst through, even if what is on the other side is both frightening and unknown. From this comes the tale of one young man's dilemma as he navigates his way through his colliding worlds. Set against Detroit's hip-hop scene in 1995, the story centers on Jimmy Smith Jr., a young white rapper, who struggles to find his voice. The people of Detroit know '8 Mile' as the city limit or a border. It is also a psychological dividing line that separates Jimmy from where and who he wants to be, as he struggles to find the strength and courage to transcend his boundaries.",125
1112,The Wild Thornberrys Movie,80,50,PG,"'Animation', 'Kids & Family'","'Lacey Chabert', 'Tom Kane', 'Tim Curry', 'Jodi Carlisle', 'Danielle Harris', 'Rupert Everett', 'Marisa Tomei', 'Melissa Greenspan', 'Kevin Michael Richardson', 'Obba Babatundé', 'Kevin Scott Richardson', 'Alfre Woodard', 'Brock Peters', 'Lynn Redgrave', 'Brenda Blethyn', 'Flea'","'Cathy Malkasian', 'Jeff McGrath'",2002-12-20,'Paramount Pictures',85,39766440.0,"World-traveling documentary filmmakers Nigel and Marianne Thornberry have come to Africa with their family--precocious Eliza, rebellious Debbie and adopted wild child Donnie--to record a miraculous event. Once every few hundred years, as the moon obscures the sun, native legend has it that thousands of elephants emerge from the safety of the forest to watch the solar eclipse. But this time, as they stand exposed in this wide-open Congo valley, they will be in grave danger. Evil poachers Sloan and Bree Blackburn plan to ambush the elephants for their rare ivory tusks. One day, Eliza and her chimpanzee friend Darwin meet a mysterious shaman who grants her the power to talk to animals. But there's one catch--if she reveals her gift she will lose it forever. When Eliza discovers that the poachers are planning to attack the elephant herd, she and Darwin must devise a plan to stop them. But what can one freckle-faced 12-year-old with pigtails and braces do against this type of evil? How will Eliza be able to warn the elephants if she loses her gift of communicating with animals?",129
1115,Ice Age,77,82,PG,"'Animation', 'Comedy', 'Kids & Family'","'Ray Romano', 'John Leguizamo', 'Denis Leary', 'Goran Visnjic', 'Jack Black', 'Cedric the Entertainer', 'Stephen Root', 'Diedrich Bader', 'Tara Strong', 'Alan Tudyk', 'Lorri Bagley', 'Jane Krakowski', 'Peter Ackerman', 'P.J. Benjamin', 'Josh Hamilton', 'Chris Wedge', 'Denny Dillon', 'Mitzi McCall'","'Chris Wedge', 'Carlos Saldanha'",2002-03-15,'20th Century Fox',80,176400000.0,"Set against the onslaught of the ice age -- and a world filled with wonder and danger -- the story revolves around three unforgettable characters: a wooly mammoth, a saber-toothed tiger, and a sloth, who unite to return a human baby to his tribe.",42
1116,Secretary,77,82,R,"'Art House & International', 'Comedy', 'Drama', 'Romance'","'James Spader', 'Maggie Gyllenhaal', 'Jeremy Davies', 'Lesley Ann Warren', 'Stephen McHattie', 'Patrick Bauchau', 'Jessica Tuck', 'Oz Perkins', 'Amy Locane', 'Mary Joy', 'Michael Mantell', 'Sabrina Grdevich', 'Lacey Kohl', 'Julene Renee', 'Lily Knight', 'Mary Knight', 'Lauren Cohn', 'Ezra Buzzington', 'Kyle Colerider-Krugh', 'Steven Fierberg', 'Russell Harper', 'Shannon Convery', 'Alison Tatlock'",'Steven Shainberg',2002-09-20,'Lions Gate',112,3806471.0,"Sadomasochism provides the backdrop for a very unusual employer/employee relationship in this very offbeat romantic drama from filmmaker Steven Shainberg. Lee Holloway (Maggie Gyllenhaal) is a shy young woman, who, after a brief spell in a mental institution, is released in the care of her overprotective mother (Lesley Ann Warren) and hard-drinking father (Stephen McHattie). Hoping to make good on her own, Lee begins looking for a job, and in her free time indulges in her odd habit of inflicting pain upon herself in various ways. Lee is hired as a secretary by E. Edward Grey (James Spader), a grim and ruthlessly efficient attorney who warns her that her work will be both dull and demanding. Lee takes to the job with genuine enthusiasm, and while she's recently acquired a new boyfriend, Peter (Jeremy Davies), she's far more intrigued by Grey's coldly patrician demeanor. While Grey often criticizes Lee, she seems to thrive on his abuse, but one day he crosses a line when he insists upon spanking her after some minor mistake. Lee quite enjoys the treatment, and wants it to continue, but Grey can no longer take pleasure humiliating Lee when he knows that she likes it; he fires her, despite her pleas to be allowed to stay. Finally discovering the key to her sexual and emotional needs, Lee tries to persuade Peter to be rough with her, but he simply doesn't have the taste or talent for it, and Lee soon maps out a last-ditch effort to win back her position with Grey, whatever the cost. Secretary won a special award for ""Originality"" at the 2002 Sundance Film Festival. ~ Mark Deming, Rovi",89
